age,sex,education,province,citizenship_status,agegroup
44.5,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By naturalization,35 to 50
30.3,Male,High school diploma or a high school equivalency certificate,Prince Edward Island,By birth,21 to 35
30.3,Male,High school diploma or a high school equivalency certificate,Ontario,By birth,21 to 35
65.7,Female,Less than high school diploma or its equivalent,Ontario,By birth,65 to 80
36.2,Male,Trade certificate or diploma,Manitoba,By birth,35 to 50
70.7,Male,High school diploma or a high school equivalency certificate,Alberta,By birth,65 to 80
45.8,Male,University certificate or diploma below the bachelor's level,Ontario,By birth,35 to 50
70.3,Male,High school diploma or a high school equivalency certificate,Quebec,By birth,65 to 80
29.1,Male,High school diploma or a high school equivalency certificate,British Columbia,By birth,21 to 35
35.8,Female,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,35 to 50
45.1,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Quebec,By birth,35 to 50
57.8,Female,"College, CEGEP or other non-university certificate or di...",Nova Scotia,By birth,50 to 65
48.1,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",British Columbia,By birth,35 to 50
70.9,Male,Trade certificate or diploma,Newfoundland and Labrador,By birth,65 to 80
75.2,Female,High school diploma or a high school equivalency certificate,Alberta,By naturalization,65 to 80
27.5,Male,"College, CEGEP or other non-university certificate or di...",Quebec,By birth,21 to 35
58.5,Female,High school diploma or a high school equivalency certificate,Quebec,By birth,50 to 65
47.4,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Nova Scotia,By birth,35 to 50
52.8,Female,Less than high school diploma or its equivalent,Newfoundland and Labrador,By birth,50 to 65
68.8,Male,"College, CEGEP or other non-university certificate or di...",British Columbia,By naturalization,65 to 80
62.8,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By naturalization,50 to 65
80,Female,University certificate or diploma below the bachelor's level,Quebec,By birth,65 to 80
59.4,Male,Trade certificate or diploma,Alberta,By birth,50 to 65
66.2,Male,"College, CEGEP or other non-university certificate or di...",New Brunswick,By birth,65 to 80
57.9,Male,High school diploma or a high school equivalency certificate,Nova Scotia,By birth,50 to 65
57.3,Male,Less than high school diploma or its equivalent,Saskatchewan,By birth,50 to 65
49.5,Female,Trade certificate or diploma,Alberta,By birth,35 to 50
71.3,Female,Less than high school diploma or its equivalent,Quebec,By naturalization,65 to 80
76.9,Male,"University certificate, diploma or degree above the bach...",Quebec,By naturalization,65 to 80
80,Female,"University certificate, diploma or degree above the bach...",Ontario,By birth,65 to 80
80,Female,Less than high school diploma or its equivalent,Nova Scotia,By birth,65 to 80
27.9,Female,High school diploma or a high school equivalency certificate,Prince Edward Island,By birth,21 to 35
54.4,Male,Less than high school diploma or its equivalent,Saskatchewan,By birth,50 to 65
37.3,Male,"College, CEGEP or other non-university certificate or di...",British Columbia,By birth,35 to 50
61.3,Male,"University certificate, diploma or degree above the bach...",Ontario,By birth,50 to 65
61.2,Female,"College, CEGEP or other non-university certificate or di...",Ontario,By naturalization,50 to 65
37.8,Male,"University certificate, diploma or degree above the bach...",Ontario,By naturalization,35 to 50
34.7,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Saskatchewan,By birth,21 to 35
70.9,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,65 to 80
57.5,Male,Less than high school diploma or its equivalent,Ontario,By birth,50 to 65
24.3,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Alberta,By birth,21 to 35
74.9,Female,Less than high school diploma or its equivalent,Ontario,By birth,65 to 80
33.7,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,21 to 35
48.7,Female,High school diploma or a high school equivalency certificate,Ontario,By birth,35 to 50
28.4,Male,"College, CEGEP or other non-university certificate or di...",Alberta,By birth,21 to 35
43.3,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By naturalization,35 to 50
78.2,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By naturalization,65 to 80
51.2,Male,"College, CEGEP or other non-university certificate or di...",British Columbia,By naturalization,50 to 65
51.6,Female,"College, CEGEP or other non-university certificate or di...",Quebec,By birth,50 to 65
68.8,Female,High school diploma or a high school equivalency certificate,New Brunswick,By birth,65 to 80
40.1,Female,"College, CEGEP or other non-university certificate or di...",Quebec,By birth,35 to 50
31.7,Female,High school diploma or a high school equivalency certificate,Manitoba,By birth,21 to 35
76.7,Female,"College, CEGEP or other non-university certificate or di...",Ontario,By naturalization,65 to 80
53.3,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Quebec,By birth,50 to 65
37.9,Female,"College, CEGEP or other non-university certificate or di...",Saskatchewan,By birth,35 to 50
70.9,Female,High school diploma or a high school equivalency certificate,Quebec,By naturalization,65 to 80
68.3,Female,"College, CEGEP or other non-university certificate or di...",Quebec,By naturalization,65 to 80
63,Female,Less than high school diploma or its equivalent,New Brunswick,By birth,50 to 65
58.8,Male,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,50 to 65
29.3,Female,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,21 to 35
56.8,Male,High school diploma or a high school equivalency certificate,Ontario,By birth,50 to 65
48.4,Male,"College, CEGEP or other non-university certificate or di...",Quebec,By birth,35 to 50
52.5,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",New Brunswick,By birth,50 to 65
64.8,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Nova Scotia,By birth,50 to 65
53.6,Male,Trade certificate or diploma,Alberta,By birth,50 to 65
63.9,Male,"College, CEGEP or other non-university certificate or di...",British Columbia,By birth,50 to 65
51.2,Female,"College, CEGEP or other non-university certificate or di...",New Brunswick,By birth,50 to 65
64.2,Male,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,50 to 65
60.5,Female,"College, CEGEP or other non-university certificate or di...",Quebec,By birth,50 to 65
39.8,Female,"College, CEGEP or other non-university certificate or di...",Newfoundland and Labrador,By birth,35 to 50
58.4,Female,"University certificate, diploma or degree above the bach...",Newfoundland and Labrador,By birth,50 to 65
57.8,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,50 to 65
35.5,Male,Trade certificate or diploma,British Columbia,By birth,35 to 50
64.5,Female,Less than high school diploma or its equivalent,Ontario,By birth,50 to 65
56.5,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By naturalization,50 to 65
72.3,Female,"University certificate, diploma or degree above the bach...",Ontario,By birth,65 to 80
42.8,Female,"University certificate, diploma or degree above the bach...",Ontario,By naturalization,35 to 50
42.8,Male,"College, CEGEP or other non-university certificate or di...",Quebec,By birth,35 to 50
56.2,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",New Brunswick,By birth,50 to 65
80,Female,Trade certificate or diploma,Ontario,By naturalization,65 to 80
28.6,Male,"College, CEGEP or other non-university certificate or di...",British Columbia,By birth,21 to 35
46.7,Female,High school diploma or a high school equivalency certificate,Nova Scotia,By birth,35 to 50
79.3,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,65 to 80
65.2,Female,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,65 to 80
80,Male,High school diploma or a high school equivalency certificate,Alberta,By birth,65 to 80
71.1,Female,"College, CEGEP or other non-university certificate or di...",Manitoba,By birth,65 to 80
52.4,Male,Trade certificate or diploma,Quebec,By birth,50 to 65
59.1,Male,"College, CEGEP or other non-university certificate or di...",Alberta,By birth,50 to 65
38.2,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,35 to 50
80,Female,High school diploma or a high school equivalency certificate,Ontario,By naturalization,65 to 80
46.8,Female,High school diploma or a high school equivalency certificate,Alberta,By birth,35 to 50
61.1,Female,High school diploma or a high school equivalency certificate,British Columbia,By birth,50 to 65
60.3,Female,High school diploma or a high school equivalency certificate,Nova Scotia,By birth,50 to 65
55.9,Male,Trade certificate or diploma,Manitoba,By birth,50 to 65
70.1,Male,"College, CEGEP or other non-university certificate or di...",Quebec,By birth,65 to 80
45.8,Male,Trade certificate or diploma,New Brunswick,By birth,35 to 50
50.7,Female,Less than high school diploma or its equivalent,Newfoundland and Labrador,By birth,50 to 65
22.9,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,21 to 35
73.2,Male,"College, CEGEP or other non-university certificate or di...",Ontario,By naturalization,65 to 80
31.1,Male,"College, CEGEP or other non-university certificate or di...",Quebec,By birth,21 to 35
47.8,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Quebec,By birth,35 to 50
76.8,Male,Less than high school diploma or its equivalent,Quebec,By birth,65 to 80
55.2,Male,"College, CEGEP or other non-university certificate or di...",Manitoba,By birth,50 to 65
54.2,Male,"College, CEGEP or other non-university certificate or di...",Alberta,By birth,50 to 65
67.3,Female,Less than high school diploma or its equivalent,Newfoundland and Labrador,By birth,65 to 80
68.3,Male,"University certificate, diploma or degree above the bach...",British Columbia,By birth,65 to 80
58,Female,High school diploma or a high school equivalency certificate,British Columbia,By birth,50 to 65
65,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By birth,50 to 65
76.1,Female,Less than high school diploma or its equivalent,Alberta,By birth,65 to 80
80,Male,"College, CEGEP or other non-university certificate or di...",Nova Scotia,By birth,65 to 80
43.9,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Quebec,By birth,35 to 50
79.5,Male,Less than high school diploma or its equivalent,British Columbia,By birth,65 to 80
23,Female,High school diploma or a high school equivalency certificate,New Brunswick,By birth,21 to 35
27.5,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Nova Scotia,By birth,21 to 35
47.3,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By naturalization,35 to 50
33.8,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",British Columbia,By birth,21 to 35
35.7,Male,"University certificate, diploma or degree above the bach...",Ontario,By birth,35 to 50
27.8,Male,Trade certificate or diploma,Nova Scotia,By birth,21 to 35
70.4,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",British Columbia,By naturalization,65 to 80
63.9,Female,"College, CEGEP or other non-university certificate or di...",British Columbia,By birth,50 to 65
79.5,Female,University certificate or diploma below the bachelor's level,British Columbia,By birth,65 to 80
53.8,Male,High school diploma or a high school equivalency certificate,Quebec,By birth,50 to 65
78.9,Female,Trade certificate or diploma,Quebec,By birth,65 to 80
72.3,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",British Columbia,By naturalization,65 to 80
28.6,Female,University certificate or diploma below the bachelor's level,British Columbia,By birth,21 to 35
53.3,Male,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Ontario,By naturalization,50 to 65
34.3,Female,"College, CEGEP or other non-university certificate or di...",Alberta,By naturalization,21 to 35
58.5,Male,High school diploma or a high school equivalency certificate,Manitoba,By birth,50 to 65
80,Female,Less than high school diploma or its equivalent,New Brunswick,By birth,65 to 80
74.6,Female,"College, CEGEP or other non-university certificate or di...",Ontario,By birth,65 to 80
22.7,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Manitoba,By birth,21 to 35
57.2,Male,"University certificate, diploma or degree above the bach...",Quebec,By birth,50 to 65
56.5,Male,High school diploma or a high school equivalency certificate,Nova Scotia,By birth,50 to 65
34.1,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Quebec,By birth,21 to 35
80,Female,Trade certificate or diploma,Saskatchewan,By naturalization,65 to 80
74,Female,"College, CEGEP or other non-university certificate or di...",New Brunswick,By birth,65 to 80
75.3,Male,High school diploma or a high school equivalency certificate,Quebec,By birth,65 to 80
55,Male,Less than high school diploma or its equivalent,British Columbia,By birth,50 to 65
80,Female,Less than high school diploma or its equivalent,Nova Scotia,By birth,65 to 80
28.3,Female,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Newfoundland and Labrador,By naturalization,21 to 35
35.3,Male,Trade certificate or diploma,Quebec,By birth,35 to 50
64.9,Female,High school diploma or a high school equivalency certificate,Nova Scotia,By birth,50 to 65
32.6,Female,"College, CEGEP or other non-university certificate or di...",Manitoba,By birth,21 to 35
71.5,Male,High school diploma or a high school equivalency certificate,Nova Scotia,By birth,65 to 80
63.2,Male,High school diploma or a high school equivalency certificate,Quebec,By birth,50 to 65
